item,description,price,image
Chipotle Cheesesteak,"Chipotle mayonnaise, fior di latte mozzarella, premium grilled beef strips, sliced onion & peppers, cheddar cheese sauce",58,https://images.deliveryhero.io/image/talabat/Menuitems/64B5948793D36E0FD8114986FB8B665D?width=172&amp;height=172
Burrata,"Tomato sauce, cherry tomatoes, fresh rocket, fresh creamy burrata, Rocco's homemade pesto (burrata added after cooking)",72,https://images.deliveryhero.io/image/talabat/Menuitems/42AE31355DDEE22ED813AC8FC1A3C826?width=172&amp;height=172
Paneer Tikka,"Tomato sauce, homemade mango chutney, fior di latte mozzarella, sliced onions, tikka marinated paneer, fresh coriander



Served with a side of Chili mint chutney",52,https://images.deliveryhero.io/image/talabat/Menuitems/8E74D31EEDE797502BA96A5A3BBF8B46?width=172&amp;height=172
Tartufo,"Truffled cream, fior di latte mozzarella, fresh mushroom, emmenthal, parsley",63,https://images.deliveryhero.io/image/talabat/Menuitems/FC68F1567B4D8C6763C53AD697BFBD97?width=172&amp;height=172
Chicken Tikka New,"Tomato sauce, mango chutney, succulent homemade chicken tikka, sliced onion, coriander and chili mint chutney",55,https://images.deliveryhero.io/image/talabat/Menuitems/27C4867E38CE48C4220986DDBA37D107?width=172&amp;height=172
Create your own PIZZA,"Choice of sauce, choice of flour",38,https://images.deliveryhero.io/image/talabat/Menuitems/120E96CE1F134A231CEA8CAF49DE553F?width=172&amp;height=172
Create your own PASTA,Create your own pasta masterpiece! Start with a choice of pasta and sauce,48,https://images.deliveryhero.io/image/talabat/Menuitems/6DCEE9BF42B5FBD082DF620F48703D2C?width=172&amp;height=172
Vegan Margherita,"Tomato sauce, vegan mozzarella, fresh basil, EVOO",51,https://images.deliveryhero.io/image/talabat/Menuitems/F2D66E3E519DC798BE437AB712DBD9AB?width=172&amp;height=172
Vegan Funghi,"Tomato sauce, vegan mozzarella, fresh mushroom, fresh basil, EVOO",54,https://images.deliveryhero.io/image/talabat/Menuitems/F6A55EEC7CB662B534495A243B7E11D3?width=172&amp;height=172
Vegan Verdure,"Tomato sauce, vegan mozzarella, oven roast Mediterranean vegetables, fresh mushrooms, Kalamata olives, sliced onion",60,https://images.deliveryhero.io/image/talabat/Menuitems/9B54B43638F13BE8DAA0A0DFF8DE1CE7?width=172&amp;height=172
Ortolana,"Tomato sauce, baked aubergine, oven roast zucchini, olives, sliced onion, roast garlic, sun-dried tomato pesto, oregano",52,https://images.deliveryhero.io/image/talabat/Menuitems/E12A16C4EB75E7A2C013E88D683D852D?width=172&amp;height=172
Zucca,"Roasted pumpkin, broccoli, sliced onions, sun dried tomato pesto, vegan pesto, chili flakes, fresh basil, walnuts and pumpkin sauce",52,https://images.deliveryhero.io/image/talabat/Menuitems/5512A066CE03F6C2034B20BDBA85D217?width=172&amp;height=172
Beyond Baja,"Tomato sauce, Beyond Meat mince, vegan mozzarella, sundried tomato sliced onion, sweetcorn, guacamole, chili flakes",68,https://images.deliveryhero.io/image/talabat/Menuitems/317893BEEF1FCC8FB4C899AD35E97BC0?width=172&amp;height=172
Spaghetti Bolognese,Classic spaghetti pasta with our homemade rich tomato and beef bolognese sauce,52,https://images.deliveryhero.io/image/talabat/Menuitems/0F7D9A650345DB48C7EF0C690D31BCF5?width=172&amp;height=172
Penne Alfredo,"Penne pasta with homemade creamy Alfredo sauce, made with oven roast chicken and fresh mushroom",52,https://images.deliveryhero.io/image/talabat/Menuitems/ACD4463EAE387B8287F3752F1B2B530C?width=172&amp;height=172
Penne Arrabiata,"Penne pasta, with a freshly prepared, spicy tomato tomato sauce",52,https://images.deliveryhero.io/image/talabat/Menuitems/95DF9C4517E92D5A7B0443FD4793BCAF?width=172&amp;height=172
Gnocchi Genovese,"Gnocchi pasta, with a creamy pesto sauce",48,https://images.deliveryhero.io/image/talabat/Menuitems/4DB89332DFAA85CF3B552655DBD78E38?width=172&amp;height=172
Tagliatelle Calabrese,"Tagliatelle pasta with a creamy, tangy pink sauce with sundried tomato and grilled chicken (mildly spicy)",52,https://images.deliveryhero.io/image/talabat/Menuitems/D9B54B2221C24D5246DBE4A406715E8E?width=172&amp;height=172
Gnocchi Truffle,"Gnocchi pasta, with a creamy truffle sauce",48,https://images.deliveryhero.io/image/talabat/Menuitems/1722B6AD933895C42A0EF3250BD63B7C?width=172&amp;height=172
Lasagna Al Forno,"Home-made oven baked beef lasagna, with house made béchamel and topped with fior di latte mozzarella. Served with a fresh salad of mixed Italian greens",55,https://images.deliveryhero.io/image/talabat/Menuitems/E0E29CA7C576328EACEB1E3BA33FBCE1?width=172&amp;height=172
Lasagna Vegetariana,"Home-made oven baked lasagna, with spinach, fresh ricotta, and oven roast Mediterranean vegetables. Served with a fresh salad of mixed Italian greens",55,
Garlic & Herb (30ml),Homemade creamy garlic and herb dip,4,https://images.deliveryhero.io/image/talabat/Menuitems/798E766BBE5162D12FA8921955CC9CFC?width=172&amp;height=172
Chipotle Mayo (30ml),"Spicy, tangy and delicious with almost anything!",4,https://images.deliveryhero.io/image/talabat/Menuitems/A5C11B7FA740171FB1A279A2A7EB6C56?width=172&amp;height=172
BBQ Honey Mustard (30ml),"A classic combination of smoky BBQ sauce, American mustard and honey",4,https://images.deliveryhero.io/image/talabat/Menuitems/2F9043257D620E065FB2759A9CC946E8?width=172&amp;height=172
Sundried Tomato Marinara (30ml),"Homemade with Italian sundried tomatoes, pine nuts, and classic marinara sauce",5,https://images.deliveryhero.io/image/talabat/Menuitems/FC27F335D9B6123D856BB40168DA5BFA?width=172&amp;height=172
Buffalo Ranch (30ml),Creamy Buffalo Ranch Dip,4,https://images.deliveryhero.io/image/talabat/Menuitems/7122957BF925B548D9E01C5E441C4943?width=172&amp;height=172
Rocco's Basil Pesto (30ml),"Rocco's famous homemade pesto - made from scratch with fresh basil, parmesan, pine nuts and EVOO",5,https://images.deliveryhero.io/image/talabat/Menuitems/0C7066F8387F79226E24B932DC8976C7?width=172&amp;height=172
Smoky BBQ (30ml),"Smoky & sweet, a delicious dipping sauce for all occasions!",3,https://images.deliveryhero.io/image/talabat/Menuitems/E949C06D4F9CBB0D05EF4961113F3C67?width=172&amp;height=172
Sweet Chili (30ml),A sweet & (mildly) spicy classic!,3,https://images.deliveryhero.io/image/talabat/Menuitems/28A7A86E33427E598EEBD6F77428DC0F?width=172&amp;height=172
Marie Rose (30ml),"A classic blend of tomato, mayonnaise, Worcestershire sauce, lemon juice and black pepper. Perfect for dipping!",4,https://images.deliveryhero.io/image/talabat/Menuitems/381FBE498EF3C05DF3577013EF2DD974?width=172&amp;height=172
Roast Garlic EVOO (30ml),"Homemade with oven roast garlic, and premium EVOO",5,https://images.deliveryhero.io/image/talabat/Menuitems/B2354CFEF259B0B7B7832345B3D6B987?width=172&amp;height=172
Rocco's Chili EVOO (30ml),Homemade chili infused EVOO,5,https://images.deliveryhero.io/image/talabat/Menuitems/1C1A443378EA3A50401B4B6CF30848A0?width=172&amp;height=172
Truffle Infused EVOO,Italian truffle infused EVOO,5,
Tiramisu,Homemade Tiramisu - our Chef's special!,25,https://images.deliveryhero.io/image/talabat/Menuitems/016BAF3CBC6177F8F8EDF5755A7988CF?width=172&amp;height=172
Homemade Chocolate Fudge Brownie,"A light textured fudgey, chocolaty, super soft and crumbly brownie Contains Nuts",23,https://images.deliveryhero.io/image/talabat/Menuitems/2028E0FA787433B95915930D6BBEC618?width=172&amp;height=172
Toffee Hazelnut Sponge,Homemade toffee sponge with creme anglaise and toffee nut caramel sauce,28,https://images.deliveryhero.io/image/talabat/Menuitems/6537BBAEFE36273653B0BC3C66F6A2CD?width=172&amp;height=172
Stuffed Choc Chip Cookie,"Soft, chewy, buttery, and stuffed with nutella - need we say more?!",19,https://images.deliveryhero.io/image/talabat/Menuitems/0C9A98A6B81B34C818A56A8ECDA42B85?width=172&amp;height=172
Pizza Lulu,"Rocco's classic oven baked dough, generously topped with Nutella and crushed nuts!",29,https://images.deliveryhero.io/image/talabat/Menuitems/DAC737FDC36C1377F348B1C1FF7764B5?width=172&amp;height=172
Belgian Chocolate Mousse,"Thick, creamy and deliciously chocolatey. Made with authentic Belgian dark chocolate",23,https://images.deliveryhero.io/image/talabat/Menuitems/966FA3631BB67C8CA556D3D578B73315?width=172&amp;height=172
Fresh Orange Juice,Freshly squeezed orange juice,19,https://images.deliveryhero.io/image/talabat/Menuitems/03A10CF9B3F459F4DE40448A46C198A6?width=172&amp;height=172
Fresh Lemon & Mint,Freshly squeezed lemon with mint,19,https://images.deliveryhero.io/image/talabat/Menuitems/F9F81BAFDF9AC69186641E9464749A5D?width=172&amp;height=172
Coca Cola,,9,https://images.deliveryhero.io/image/talabat/Menuitems/9DE0FE5ECABE2C43216DDCC75BE8E698?width=172&amp;height=172
Coca Cola (Zero),,9,https://images.deliveryhero.io/image/talabat/Menuitems/9379501EEB2E5F169DFEE97B958011AE?width=172&amp;height=172
Sprite,,9,https://images.deliveryhero.io/image/talabat/Menuitems/78AAA8AF7E4C2A0C9215CDE21998B4ED?width=172&amp;height=172
Sprite Zero,,9,https://images.deliveryhero.io/image/talabat/Menuitems/8AA64A296CE47131D20F1338E5B1668A?width=172&amp;height=172
Fanta Orange,,9,https://images.deliveryhero.io/image/talabat/Menuitems/B39C696C47406AC18235FA933CE4DF9E?width=172&amp;height=172
Arwa (500ml),,3,https://images.deliveryhero.io/image/talabat/Menuitems/CEBEEEAFC4A15AAD1F12E065F97036CF?width=172&amp;height=172
Acqua Panna Small (250ml),,8,https://images.deliveryhero.io/image/talabat/Menuitems/EEA863210985A2868FFDAE51C9B153B2?width=172&amp;height=172
San Pellegrino Small (250ml),,9,https://images.deliveryhero.io/image/talabat/Menuitems/197C99AF8783B10F4975A701D5CB78EF?width=172&amp;height=172
Keto Veg Low Carb Melt,"Keto tartlets ingredients almond flour, psyllium husk, olive oil, pink salt, keto bail pesto, baby spinach, sundried tomato, mozeralla cheese and cheddar cheese",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637898243033736318?width=172&amp;height=172
Keto Pepperoni,"Keto tartlets ingredients almond flour, psyllium husk, olive oil, pink salt, keto marina sauce, beef pepperoni, mozzarella cheese and cheddar cheese",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896702198971695?width=172&amp;height=172
Keto Pesto Chicken Tartlets 2 Pcs,"Keto pesto chicken tartlets 2 pcs ingredients almond flour, psyllium husk, olive oil, pink salt, keto marina sauce, grilled chicken, mozzarella cheese and keto pesto sauce",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637898242554639834?width=172&amp;height=172
Truffle Mushroom Tartlets 2 Pcs,"Keto tartlets ingredients almond flour, psyllium husk, olive oil, pink salt, keto mushroom sauce and truffle oil",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896712941897381?width=172&amp;height=172
Keto Nachos With Dip," Curated Keto nachos with your choice of dip, ingredients , almond flour, psyllium husk, olive oil, Himalayan pink salt",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896666129984056?width=172&amp;height=172
Keto Blt Bagel,"Keto low carb, onion bagel with turkey ham, lettuce lollo rosso, tomato, parmesan cheese, ingredients, almond flour, cream cheese, mozzarella cheese, egg, baking powder onion powder, lettuce, tomato,  parmesan cheese, nutritional info, calories 480 kcal, net carbs 6g, protein 29 g, and fat 37 g.",39,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896652428314013?width=172&amp;height=172
Keto Egg And Cheese Bagel,"Keto low carb, healthy onion bagel filled with egg and our special keto in house mustard mayo, ingredients, almond flour, cream cheese, mozzarella cheese, egg, baking powder onion powder, mustard, olive oil, monk fruit, nutritional info, calories 511 kcal, net carbs 6g, protein 29 g, and fat 37 g.",39,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896654024466820?width=172&amp;height=172
Smoked Salmon And Cream Cheese Bagel,"Keto low carb healthy sesame onion bagel served with high protein smoked salmon, served best with in house keto no sugar ranch, ingredients, almond flour, cream cheese, mozzarella cheese, egg, baking powder onion powder, and red onion, capers, and dill, nutritional info,  calories 516 kcal, net carbs 7g, protein 29g, and fat 41.",39,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896655775807059?width=172&amp;height=172
Strawbella Bagel,"Keto sweet low carb, healthy plain bagel filled with nutella and fresh strawberry, ingredients, almond flour, cream cheese, mozzarella cheese, egg, baking powder, hazelnut, cocoa butter, cocoa mass, unsweetened cocoa powder, nutritional info, calories 417 kcal, net carbs 6g, protein 23g, and fat 29g.",35,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896661429582964?width=172&amp;height=172
Peanut Butter And Jam Bagel,"Strawbella keto low carb, healthy bagel served with peanut butter and jam, ingredients, almond flour, cream cheese, mozzarella cheese, egg, baking powder onion powder, in house keto peanut butter, no sugar keto strawberry jam, nutritional info, calories 453 kcal, net carbs 7 g, protein 23 g, and  fat 38 g.",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896662655942931?width=172&amp;height=172
Keto Low Carb Melt 2 Pcs,"Keto tartlets ingredients almond flour, psyllium husk, olive oil, pink salt, keto bail pesto, baby spinach, sundried tomato, mozzarella cheese and cheddar cheese",58,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637896693879327576?width=172&amp;height=172
Baklava Cookies,"Box of 6 baklava cookies,
nutrition facts per cookie
calories 109, net carbs 2 grams, protein 1g, fat 10g.",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637846513733210480?width=172&amp;height=172
Doughnuts Pack Of 2,"Calories 86, fat 8 grams, net carbs 1 gram, protein 1 grams, coconut flour, full fat sour cream, heavy whipping cream, eggs, monkfruit erythritol blend, baking powder, salt, cinnamon, chocolate ganache and hazelnut chocolate butter.",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637535499901324572?width=172&amp;height=172
Mini Keto Maple Dutch Pancakes With Berries,"Enjoy 8 mini Dutch pancakes with berries and keto maple syrup
for all 8 pancakes: Calories 229, Net Carbs 5 gm, Protein 10 gm, Fat 17 gm
Ingredients: Almond Flour, Coconut Flour, Almond Milk, Butter, Eggs, Erythritol, Vanilla Essence, Baking powder, Keto Maple, fresh berries",39,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637646836868307327?width=172&amp;height=172
Itsy Bitsy Nutella Keto Dutch Pancake,"Enjoy 8 mini Keto Dutch Nutella pancake, covered and filled our inhouse Keto Nutella
 for all 8 pancakes: Calories 359, Net Carbs 6g, Protein 11g, Fat 30g
Ingredients: Almond Flour, Coconut Flour, Almond Milk, Butter, Eggs, Erythritol, Vanilla Essence, Baking powder, cocoa mass, cocoa butter, hazelnut",39,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637646838694002284?width=172&amp;height=172
Tiramisu Jar 150 Gm,"Calories 251, fat 23 gram, net carbs 2.5 gram and protein 4.5 gram. Ingredients are almond flour, coconut flour, gelatin, eggs, heavy whipping cream, espresso powder, monk fruit erythritol blend, full fat mascarpone cheese, egg yolks, vanilla extract and cocoa powder.",33,https://images.deliveryhero.io/image/talabat/Menuitems/20210204_Otlob_UAE_K_637484470253584709.jpg?width=172&amp;height=172
Black Forest Cake Jar 150 Gm,"Calories 359, fat 34 grams, net carbs 5.5 grams and protein 7.5 grams. Ingredients, almond flour, coconut flour, cocoa powder, whey protein isolate, grass fed butter, unsweetened almond milk, eggs, instant coffee powder, baking powder, whipping cream, unsweetened cherries, unsweetened blackberries, vanilla extract and monk fruit erythritol blend.",29,https://images.deliveryhero.io/image/talabat/Menuitems/20210204_Otlob_UAE_K_637484470288018094.jpg?width=172&amp;height=172
Strawberry Cheesecake Jars 150 Gm,"Calories 186, fat 15 grams, net carbs 9 grams, protein 7 grams. ingredients are almond flour, monk fruit erythritol blend, cream cheese, sour cream, whipping cream, grass fed butter, lime juice, cinnamon, salt and unsweetened strawberry puree.",29,https://images.deliveryhero.io/image/talabat/Menuitems/20210204_Otlob_UAE_K_637484470238071952.jpg?width=172&amp;height=172
Chocolate Cheesecake Jars 150 Gm,"Calories 196, fat 18 gram, net carbs 2 gram and protein 6 gram. Ingredients are almond flour, monk fruit erythritol blend, cream cheese, sour cream, whipping cream, grass fed butter, cocoa powder, salt and cocoa mass.",29,https://images.deliveryhero.io/image/talabat/Menuitems/20210204_Otlob_UAE_K_637484470248413784.jpg?width=172&amp;height=172
Peanut Butter Truffles - Pack Of 4,"Calories 110, fat 9 grams, net carbs 2 grams and protein 4 grams. Ingredients are almond flour, peanut butter, 100 percent cocoa mass, monk fruit erythritol blend and coconut oil.",25,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637453622014737127?width=172&amp;height=172
Snicker Bars - 1 Pieces,"Calories 319, fat 32 grams, net carbs 5 grams and protein 3 grams. Ingredients are almond flour, xanthan gum, grass fed butter, liquid stevia, monk fruit erythritol blend, heavy whipping cream, peanut butter, 100 percent cocoa mass, vanilla extract and cocoa powder",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637453624001562466?width=172&amp;height=172
Bounty Bars - 1 Pieces,"Macros calories 216, fat 22 grams, net carbs 1.5 grams, protein 1.6 grams, desiccated coconut, coconut cream, grass-fed butter, erythritol, vanilla extract, cocoa mass and coconut oil",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637453624490846105?width=172&amp;height=172
 Rocky Road 1 Piece," Calories 203, fat 17.4 grams, net carbs 2.7 grams and protein 5.9 grams. Ingredients are almonds, walnuts, pecans, pumpkin seed, sunflower seed, flaxseed, almond butter, cocoa mass, vanilla extract, monk fruit erythritol blend and egg whites.",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637621001806625126?width=172&amp;height=172
Dark Chocolate Pecans Clusters,"100 Gm pack of dark chocolate dipped Pecans. Serving size 3 per serving 33g, nutritional facts, calories 284 kcal, net carbs 1 gm, protein 4 gm and fat 28 gm.",39,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637695260611063059?width=172&amp;height=172
Chocolate Croustillant Pack Of 4 50 Grams,"Crispy roasted silvered pistachios, almonds clusters dipped, coated with no sugar dark chocolate to make a perfect treat for craving something sweet, nutritional info per piece calories-58 kcal, net carbs 2 grams, protein 2 grams and fat 5 grams",25,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637807462936451578?width=172&amp;height=172
Brownies Box Of 2,"Calories 122, fat 10 grams, net carbs 2 grams and protein 5 grams.",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637453591479014125?width=172&amp;height=172
Cinnamon Roll 1 Pieces,"Calories 169, fat 15 grams, net carbs 2 grams, protein 4 grams, ingredients are almond flour, psyllium husk, whey protein isolate, grass fed butter, salt sour cream, inulin, active dry yeast, monk fruit erythritol blend, xanthum gum, baking powder, apple cider, cinnamon, vanilla extract, heavy cream and cream cheese.",25,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637453589858005652?width=172&amp;height=172
Lemon Pound Cake - 200 Grams,"Macros for full cake calories 374, fat 17 grams, net carbs 5 grams, protein 12 grams. ingredients are almond flour, coconut flour, baking powder, lemon zest, lemon juice, eggs, grass fed butter, monk fruit erythritol blend, heavy cream and vanilla extract.",45,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637453626802518526?width=172&amp;height=172
Blueberry Pound Cake,"
Gf keto excellent on-the-go breakfast or after-dinner treat, macros for a full cake can cut 8-9 slices as per your choice, a perfect companion to a cup of coffee or herbal tea, calories 249 kcal, net carbs 8 gm, fat 13 gm, and protein 15 gm.
",45,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637621008034629857?width=172&amp;height=172
Chocolate Cheesecake Slice,"Keto , no sugar , low carb chocolate cheesecake",30,https://images.deliveryhero.io/image/talabat/Menuitems/20210204_Otlob_UAE_K_637484470232333983.jpg?width=172&amp;height=172
Double Chocolate Cookie,"Soft, moist, intensely chocolatey, lightly, almond flour, coconut flour, cocoa powder, baking soda, xanthan gum, cocoa mass, butter, nuts and erythritol.	
",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637635594008242974?width=172&amp;height=172
Lemon Cookies Pack Of 3 75 Grams Total,"Calories 190, fat 18 grams, net carbs 2 grams, protein 5 grams. Ingredients are almond flour, grass fed butter, monk fruit erythritol blend, eggs, vanilla extract, xanthan gum, baking powder, salt, lemon zest and lemon juice.",29,https://images.deliveryhero.io/image/talabat/Menuitems/blob_637453583979176988?width=172&amp;height=172
